Model,DPO4034,DPO4034
Firmware Version,2.1,2.1
,,
Point Format,Y,Y
Horizontal Units,S,S
Horizontal Scale,0.0001,0.0001
Sample Interval,1.00E-07,1.00E-07
Record Length,10000,10000
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.1,1
Label,,
TIME,CH1,CH2
2.69E-04,-0.924,-0.86
2.69E-04,-0.928,-0.9
2.69E-04,-0.94,-0.82
2.69E-04,-0.928,-0.9
2.69E-04,-0.928,-0.9
2.69E-04,-0.932,-0.9
2.69E-04,-0.936,-0.86
2.69E-04,-0.928,-0.86
2.70E-04,-0.94,-0.86
2.70E-04,-0.94,-0.9
2.70E-04,-0.94,-0.86
2.70E-04,-0.948,-0.86
2.70E-04,-0.944,-0.86
2.70E-04,-0.96,-0.82
2.70E-04,-0.96,-0.9
2.70E-04,-0.948,-0.9
2.70E-04,-0.948,-0.98
2.70E-04,-0.94,-0.86
2.71E-04,-0.94,-0.94
2.71E-04,-0.94,-0.9
2.71E-04,-0.936,-0.82
2.71E-04,-0.928,-0.9
2.71E-04,-0.932,-0.9
2.71E-04,-0.932,-0.94
2.71E-04,-0.928,-0.86
2.71E-04,-0.928,-0.86
2.71E-04,-0.924,-0.86
2.71E-04,-0.928,-0.86
2.72E-04,-0.92,-0.86
2.72E-04,-0.924,-0.82
2.72E-04,-0.916,-0.86
2.72E-04,-0.928,-0.9
2.72E-04,-0.908,-0.82
2.72E-04,-0.916,-0.86
2.72E-04,-0.916,-0.82
2.72E-04,-0.908,-0.9
2.72E-04,-0.912,-0.82
2.72E-04,-0.916,-0.82
2.73E-04,-0.908,-0.82
2.73E-04,-0.892,-0.82
2.73E-04,-0.9,-0.86
2.73E-04,-0.896,-0.9
2.73E-04,-0.908,-0.86
2.73E-04,-0.908,-0.78
2.73E-04,-0.904,-0.82
2.73E-04,-0.904,-0.82
2.73E-04,-0.896,-0.78
2.73E-04,-0.896,-0.82
2.74E-04,-0.896,-0.82
2.74E-04,-0.888,-0.9
2.74E-04,-0.892,-0.86
2.74E-04,-0.896,-0.82
2.74E-04,-0.88,-0.82
2.74E-04,-0.896,-0.94
2.74E-04,-0.888,-0.86
2.74E-04,-0.88,-0.78
2.74E-04,-0.876,-0.86
2.74E-04,-0.88,-0.82
2.75E-04,-0.88,-0.82
2.75E-04,-0.88,-0.82
2.75E-04,-0.872,-0.78
2.75E-04,-0.88,-0.78
2.75E-04,-0.872,-0.82
2.75E-04,-0.872,-0.78
2.75E-04,-0.86,-0.82
2.75E-04,-0.864,-0.86
2.75E-04,-0.864,-0.86
2.75E-04,-0.864,-0.86
2.76E-04,-0.856,-0.9
2.76E-04,-0.856,-0.74
2.76E-04,-0.856,-0.78
2.76E-04,-0.856,-0.86
2.76E-04,-0.86,-0.82
2.76E-04,-0.86,-0.74
2.76E-04,-0.856,-0.86
2.76E-04,-0.848,-0.7
2.76E-04,-0.852,-0.82
2.76E-04,-0.848,-0.82
2.77E-04,-0.848,-0.9
2.77E-04,-0.84,-0.82
2.77E-04,-0.848,-0.7
2.77E-04,-0.844,-0.7
2.77E-04,-0.84,-0.7
2.77E-04,-0.836,-0.78
2.77E-04,-0.84,-0.82
2.77E-04,-0.832,-0.86
2.77E-04,-0.836,-0.78
2.77E-04,-0.828,-0.7
2.78E-04,-0.836,-0.74
2.78E-04,-0.832,-0.86
2.78E-04,-0.832,-0.82
2.78E-04,-0.828,-0.78
2.78E-04,-0.82,-0.82
2.78E-04,-0.82,-0.74
2.78E-04,-0.824,-0.78
2.78E-04,-0.816,-0.78
2.78E-04,-0.828,-0.7
2.78E-04,-0.82,-0.86
2.79E-04,-0.808,-0.7
2.79E-04,-0.816,-0.86
2.79E-04,-0.816,-0.7
2.79E-04,-0.808,-0.7
2.79E-04,-0.812,-0.7
2.79E-04,-0.812,-0.78
2.79E-04,-0.808,-0.66
2.79E-04,-0.808,-0.78
2.79E-04,-0.796,-0.82
2.79E-04,-0.796,-0.7
2.80E-04,-0.796,-0.7
2.80E-04,-0.796,-0.7
2.80E-04,-0.8,-0.78
2.80E-04,-0.804,-0.74
2.80E-04,-0.788,-0.74
2.80E-04,-0.788,-0.78
2.80E-04,-0.788,-0.74
2.80E-04,-0.788,-0.74
2.80E-04,-0.788,-0.74
2.80E-04,-0.792,-0.74
2.81E-04,-0.78,-0.74
2.81E-04,-0.772,-0.7
2.81E-04,-0.78,-0.74
2.81E-04,-0.776,-0.78
2.81E-04,-0.788,-0.7
2.81E-04,-0.772,-0.74
2.81E-04,-0.78,-0.7
2.81E-04,-0.776,-0.74
2.81E-04,-0.772,-0.66
2.81E-04,-0.764,-0.62
2.82E-04,-0.768,-0.66
2.82E-04,-0.764,-0.82
2.82E-04,-0.76,-0.7
2.82E-04,-0.764,-0.74
2.82E-04,-0.76,-0.74
2.82E-04,-0.748,-0.7
2.82E-04,-0.76,-0.66
2.82E-04,-0.768,-0.7
2.82E-04,-0.752,-0.7
2.82E-04,-0.76,-0.78
2.83E-04,-0.744,-0.66
2.83E-04,-0.756,-0.7
2.83E-04,-0.748,-0.74
2.83E-04,-0.748,-0.66
2.83E-04,-0.744,-0.66
2.83E-04,-0.736,-0.7
2.83E-04,-0.744,-0.62
2.83E-04,-0.728,-0.66
2.83E-04,-0.74,-0.7
2.83E-04,-0.744,-0.74
2.84E-04,-0.74,-0.74
2.84E-04,-0.732,-0.66
2.84E-04,-0.728,-0.66
2.84E-04,-0.736,-0.82
2.84E-04,-0.724,-0.7
2.84E-04,-0.724,-0.66
2.84E-04,-0.728,-0.74
2.84E-04,-0.732,-0.58
2.84E-04,-0.716,-0.7
2.84E-04,-0.72,-0.66
2.85E-04,-0.72,-0.7
2.85E-04,-0.72,-0.7
2.85E-04,-0.716,-0.7
2.85E-04,-0.716,-0.66
2.85E-04,-0.716,-0.66
2.85E-04,-0.708,-0.62
2.85E-04,-0.716,-0.74
2.85E-04,-0.7,-0.66
2.85E-04,-0.716,-0.74
2.85E-04,-0.704,-0.62
2.86E-04,-0.7,-0.58
2.86E-04,-0.7,-0.66
2.86E-04,-0.7,-0.7
2.86E-04,-0.7,-0.66
2.86E-04,-0.704,-0.66
2.86E-04,-0.696,-0.58
2.86E-04,-0.692,-0.58
2.86E-04,-0.696,-0.66
2.86E-04,-0.7,-0.66
2.86E-04,-0.7,-0.58
2.87E-04,-0.688,-0.62
2.87E-04,-0.684,-0.62
2.87E-04,-0.688,-0.58
2.87E-04,-0.692,-0.66
2.87E-04,-0.684,-0.62
2.87E-04,-0.68,-0.7
2.87E-04,-0.68,-0.62
2.87E-04,-0.684,-0.62
2.87E-04,-0.672,-0.66
2.87E-04,-0.668,-0.5
2.88E-04,-0.664,-0.5
2.88E-04,-0.676,-0.66
2.88E-04,-0.672,-0.66
2.88E-04,-0.66,-0.66
2.88E-04,-0.668,-0.58
2.88E-04,-0.668,-0.58
2.88E-04,-0.664,-0.62
2.88E-04,-0.656,-0.58
2.88E-04,-0.66,-0.62
2.88E-04,-0.664,-0.62
2.89E-04,-0.656,-0.62
2.89E-04,-0.652,-0.66
2.89E-04,-0.64,-0.66
2.89E-04,-0.652,-0.54
2.89E-04,-0.644,-0.62
2.89E-04,-0.648,-0.54
2.89E-04,-0.648,-0.62
2.89E-04,-0.644,-0.54
2.89E-04,-0.656,-0.7
2.89E-04,-0.644,-0.58
2.90E-04,-0.632,-0.7
2.90E-04,-0.644,-0.5
2.90E-04,-0.648,-0.66
2.90E-04,-0.64,-0.7
2.90E-04,-0.64,-0.58
2.90E-04,-0.636,-0.66
2.90E-04,-0.632,-0.7
2.90E-04,-0.632,-0.5
2.90E-04,-0.632,-0.58
2.90E-04,-0.636,-0.58
2.91E-04,-0.624,-0.54
2.91E-04,-0.628,-0.54
2.91E-04,-0.632,-0.54
2.91E-04,-0.628,-0.58
2.91E-04,-0.624,-0.62
2.91E-04,-0.624,-0.54
2.91E-04,-0.612,-0.54
2.91E-04,-0.624,-0.58
2.91E-04,-0.62,-0.58
2.91E-04,-0.608,-0.58
2.92E-04,-0.604,-0.5
2.92E-04,-0.616,-0.54
2.92E-04,-0.604,-0.58
2.92E-04,-0.616,-0.58
2.92E-04,-0.6,-0.54
2.92E-04,-0.608,-0.54
2.92E-04,-0.608,-0.58
2.92E-04,-0.604,-0.46
2.92E-04,-0.6,-0.62
2.92E-04,-0.604,-0.62
2.93E-04,-0.596,-0.54
2.93E-04,-0.596,-0.58
2.93E-04,-0.596,-0.5
2.93E-04,-0.596,-0.54
2.93E-04,-0.6,-0.5
2.93E-04,-0.584,-0.5
2.93E-04,-0.576,-0.58
2.93E-04,-0.576,-0.54
2.93E-04,-0.58,-0.54
2.93E-04,-0.584,-0.54
2.94E-04,-0.58,-0.46
2.94E-04,-0.592,-0.5
2.94E-04,-0.576,-0.5
2.94E-04,-0.576,-0.62
2.94E-04,-0.572,-0.54
2.94E-04,-0.572,-0.5
2.94E-04,-0.568,-0.5
2.94E-04,-0.58,-0.5
2.94E-04,-0.572,-0.5
2.94E-04,-0.564,-0.54
2.95E-04,-0.56,-0.46
2.95E-04,-0.568,-0.54
2.95E-04,-0.56,-0.5
2.95E-04,-0.56,-0.46
2.95E-04,-0.56,-0.54
2.95E-04,-0.552,-0.54
2.95E-04,-0.564,-0.38
2.95E-04,-0.556,-0.5
2.95E-04,-0.556,-0.42
2.95E-04,-0.556,-0.38
2.96E-04,-0.556,-0.5
2.96E-04,-0.548,-0.5
2.96E-04,-0.544,-0.5
2.96E-04,-0.548,-0.5
2.96E-04,-0.54,-0.5
2.96E-04,-0.536,-0.5
2.96E-04,-0.54,-0.42
2.96E-04,-0.536,-0.42
2.96E-04,-0.544,-0.42
2.96E-04,-0.54,-0.58
2.97E-04,-0.536,-0.42
2.97E-04,-0.528,-0.5
2.97E-04,-0.544,-0.5
2.97E-04,-0.532,-0.42
2.97E-04,-0.524,-0.42
2.97E-04,-0.528,-0.46
2.97E-04,-0.524,-0.46
2.97E-04,-0.516,-0.5
2.97E-04,-0.52,-0.42
2.97E-04,-0.524,-0.42
2.98E-04,-0.524,-0.5
2.98E-04,-0.516,-0.42
2.98E-04,-0.52,-0.5
2.98E-04,-0.524,-0.46
2.98E-04,-0.512,-0.38
2.98E-04,-0.516,-0.46
2.98E-04,-0.516,-0.5
2.98E-04,-0.508,-0.34
2.98E-04,-0.508,-0.42
2.98E-04,-0.508,-0.46
2.99E-04,-0.512,-0.46
2.99E-04,-0.504,-0.34
2.99E-04,-0.504,-0.46
2.99E-04,-0.492,-0.42
2.99E-04,-0.496,-0.38
2.99E-04,-0.504,-0.42
2.99E-04,-0.492,-0.38
2.99E-04,-0.488,-0.38
2.99E-04,-0.488,-0.46
2.99E-04,-0.492,-0.42
3.00E-04,-0.484,-0.38
3.00E-04,-0.492,-0.38
3.00E-04,-0.488,-0.42
3.00E-04,-0.48,-0.38
3.00E-04,-0.48,-0.42
3.00E-04,-0.488,-0.38
3.00E-04,-0.48,-0.42
3.00E-04,-0.48,-0.38
3.00E-04,-0.476,-0.42
3.00E-04,-0.476,-0.38
3.01E-04,-0.476,-0.34
3.01E-04,-0.476,-0.34
3.01E-04,-0.472,-0.38
3.01E-04,-0.464,-0.38
3.01E-04,-0.468,-0.34
3.01E-04,-0.46,-0.42
3.01E-04,-0.46,-0.38
3.01E-04,-0.452,-0.34
3.01E-04,-0.452,-0.3
3.01E-04,-0.46,-0.38
3.02E-04,-0.468,-0.46
3.02E-04,-0.452,-0.38
3.02E-04,-0.452,-0.42
3.02E-04,-0.452,-0.34
3.02E-04,-0.444,-0.46
3.02E-04,-0.452,-0.26
3.02E-04,-0.444,-0.34
3.02E-04,-0.444,-0.38
3.02E-04,-0.452,-0.38
3.02E-04,-0.44,-0.34
3.03E-04,-0.444,-0.42
3.03E-04,-0.436,-0.42
3.03E-04,-0.432,-0.38
3.03E-04,-0.44,-0.38
3.03E-04,-0.448,-0.38
3.03E-04,-0.44,-0.42
3.03E-04,-0.436,-0.42
3.03E-04,-0.432,-0.34
3.03E-04,-0.428,-0.34
3.03E-04,-0.424,-0.3
3.04E-04,-0.432,-0.34
3.04E-04,-0.428,-0.38
3.04E-04,-0.424,-0.38
3.04E-04,-0.42,-0.38
3.04E-04,-0.424,-0.38
3.04E-04,-0.424,-0.38
3.04E-04,-0.416,-0.38
3.04E-04,-0.408,-0.38
3.04E-04,-0.42,-0.38
3.04E-04,-0.412,-0.42
3.05E-04,-0.412,-0.38
3.05E-04,-0.412,-0.34
3.05E-04,-0.408,-0.3
3.05E-04,-0.404,-0.38
3.05E-04,-0.4,-0.34
3.05E-04,-0.404,-0.18
3.05E-04,-0.396,-0.3
3.05E-04,-0.4,-0.26
3.05E-04,-0.396,-0.3
3.05E-04,-0.396,-0.26
3.06E-04,-0.392,-0.34
3.06E-04,-0.392,-0.34
3.06E-04,-0.396,-0.34
3.06E-04,-0.388,-0.3
3.06E-04,-0.384,-0.22
3.06E-04,-0.396,-0.34
3.06E-04,-0.388,-0.3
3.06E-04,-0.388,-0.34
3.06E-04,-0.396,-0.38
3.06E-04,-0.392,-0.38
3.07E-04,-0.384,-0.34
3.07E-04,-0.396,-0.34
3.07E-04,-0.38,-0.3
3.07E-04,-0.38,-0.26
3.07E-04,-0.376,-0.26
3.07E-04,-0.368,-0.34
3.07E-04,-0.364,-0.38
3.07E-04,-0.368,-0.34
3.07E-04,-0.36,-0.38
3.07E-04,-0.372,-0.3
3.08E-04,-0.368,-0.34
3.08E-04,-0.36,-0.34
3.08E-04,-0.36,-0.3
3.08E-04,-0.36,-0.26
3.08E-04,-0.352,-0.3
3.08E-04,-0.372,-0.18
3.08E-04,-0.36,-0.22
3.08E-04,-0.352,-0.34
3.08E-04,-0.352,-0.34
3.08E-04,-0.356,-0.18
3.09E-04,-0.344,-0.26
3.09E-04,-0.344,-0.34
3.09E-04,-0.344,-0.34
3.09E-04,-0.344,-0.3
3.09E-04,-0.344,-0.26
3.09E-04,-0.34,-0.22
3.09E-04,-0.344,-0.34
3.09E-04,-0.336,-0.22
3.09E-04,-0.336,-0.26
3.09E-04,-0.336,-0.22
3.10E-04,-0.332,-0.14
3.10E-04,-0.332,-0.3
3.10E-04,-0.328,-0.22
3.10E-04,-0.332,-0.26
3.10E-04,-0.324,-0.18
3.10E-04,-0.328,-0.3
3.10E-04,-0.324,-0.18
3.10E-04,-0.324,-0.22
3.10E-04,-0.32,-0.3
3.10E-04,-0.312,-0.22
3.11E-04,-0.324,-0.34
3.11E-04,-0.32,-0.34
3.11E-04,-0.312,-0.26
3.11E-04,-0.324,-0.34
3.11E-04,-0.308,-0.3
3.11E-04,-0.308,-0.3
3.11E-04,-0.312,-0.18
3.11E-04,-0.292,-0.22
3.11E-04,-0.296,-0.26
3.11E-04,-0.304,-0.26
3.12E-04,-0.3,-0.22
3.12E-04,-0.304,-0.26
3.12E-04,-0.292,-0.22
3.12E-04,-0.292,-0.22
3.12E-04,-0.3,-0.26
3.12E-04,-0.296,-0.26
3.12E-04,-0.288,-0.18
3.12E-04,-0.288,-0.18
3.12E-04,-0.3,-0.22
3.12E-04,-0.288,-0.22
3.13E-04,-0.284,-0.26
3.13E-04,-0.28,-0.26
3.13E-04,-0.296,-0.22
3.13E-04,-0.284,-0.22
3.13E-04,-0.288,-0.26
3.13E-04,-0.28,-0.18
3.13E-04,-0.272,-0.18
3.13E-04,-0.28,-0.22
3.13E-04,-0.276,-0.26
3.13E-04,-0.276,-0.18
3.14E-04,-0.264,-0.26
3.14E-04,-0.26,-0.18
3.14E-04,-0.268,-0.22
3.14E-04,-0.26,-0.22
3.14E-04,-0.268,-0.14
3.14E-04,-0.256,-0.22
3.14E-04,-0.264,-0.18
3.14E-04,-0.256,-0.14
3.14E-04,-0.26,-0.18
3.14E-04,-0.256,-0.14
3.15E-04,-0.264,-0.1
3.15E-04,-0.248,-0.14
3.15E-04,-0.252,-0.18
3.15E-04,-0.24,-0.14
3.15E-04,-0.252,-0.14
3.15E-04,-0.248,-0.22
3.15E-04,-0.244,-0.22
3.15E-04,-0.248,-0.14
3.15E-04,-0.244,-0.14
3.15E-04,-0.232,-0.14
3.16E-04,-0.232,-0.18
3.16E-04,-0.24,-0.26
3.16E-04,-0.232,-0.14
3.16E-04,-0.232,-0.22
3.16E-04,-0.232,-0.22
3.16E-04,-0.232,-0.02
3.16E-04,-0.224,-0.18
3.16E-04,-0.24,-0.18
3.16E-04,-0.224,-0.14
3.16E-04,-0.232,-0.18
3.17E-04,-0.228,-0.1
3.17E-04,-0.224,-0.18
3.17E-04,-0.22,-0.18
3.17E-04,-0.224,-0.14
3.17E-04,-0.212,-0.14
3.17E-04,-0.216,-0.1
3.17E-04,-0.208,-0.18
3.17E-04,-0.212,-0.18
3.17E-04,-0.212,-0.14
3.17E-04,-0.204,-0.18
3.18E-04,-0.204,-0.14
3.18E-04,-0.216,-0.14
3.18E-04,-0.204,-0.18
3.18E-04,-0.204,-0.14
3.18E-04,-0.204,-0.1
3.18E-04,-0.216,-0.06
3.18E-04,-0.2,-0.1
3.18E-04,-0.192,-0.14
3.18E-04,-0.196,-0.14
3.18E-04,-0.192,-0.14
3.19E-04,-0.192,-0.06
3.19E-04,-0.196,-0.18
3.19E-04,-0.188,-0.1
3.19E-04,-0.184,-0.1
3.19E-04,-0.18,-0.1
3.19E-04,-0.176,-0.1
3.19E-04,-0.192,-0.1
3.19E-04,-0.196,-0.18
3.19E-04,-0.196,-0.1
3.19E-04,-0.192,-0.14
3.20E-04,-0.204,-0.18
3.20E-04,-0.196,-0.14
3.20E-04,-0.204,-0.14
3.20E-04,-0.196,-0.18
3.20E-04,-0.208,-0.06
3.20E-04,-0.196,-0.18
3.20E-04,-0.204,-0.1
3.20E-04,-0.204,-0.1
3.20E-04,-0.208,-0.14
3.20E-04,-0.208,-0.18
3.21E-04,-0.22,-0.18
3.21E-04,-0.212,-0.1
3.21E-04,-0.22,-0.18
3.21E-04,-0.224,-0.14
3.21E-04,-0.22,-0.18
3.21E-04,-0.224,-0.18
3.21E-04,-0.216,-0.22
3.21E-04,-0.22,-0.14
3.21E-04,-0.224,-0.18
3.21E-04,-0.216,-0.1
3.22E-04,-0.224,-0.14
3.22E-04,-0.228,-0.18
3.22E-04,-0.232,-0.18
3.22E-04,-0.244,-0.22
3.22E-04,-0.236,-0.14
3.22E-04,-0.24,-0.22
3.22E-04,-0.236,-0.18
3.22E-04,-0.236,-0.18
3.22E-04,-0.244,-0.22
3.22E-04,-0.248,-0.18
3.23E-04,-0.244,-0.22
3.23E-04,-0.244,-0.18
3.23E-04,-0.24,-0.26
3.23E-04,-0.244,-0.26
3.23E-04,-0.256,-0.22
3.23E-04,-0.256,-0.18
3.23E-04,-0.26,-0.1
3.23E-04,-0.244,-0.22
3.23E-04,-0.256,-0.22
3.23E-04,-0.252,-0.18
3.24E-04,-0.268,-0.18
3.24E-04,-0.26,-0.18
3.24E-04,-0.268,-0.26
3.24E-04,-0.26,-0.14
3.24E-04,-0.268,-0.34
3.24E-04,-0.276,-0.22
3.24E-04,-0.272,-0.18
3.24E-04,-0.264,-0.26
3.24E-04,-0.28,-0.22
3.24E-04,-0.272,-0.22
3.25E-04,-0.276,-0.18
3.25E-04,-0.28,-0.22
3.25E-04,-0.28,-0.26
3.25E-04,-0.28,-0.18
3.25E-04,-0.28,-0.22
3.25E-04,-0.276,-0.18
3.25E-04,-0.296,-0.18
3.25E-04,-0.284,-0.26
3.25E-04,-0.292,-0.14
3.25E-04,-0.292,-0.3
3.26E-04,-0.288,-0.18
3.26E-04,-0.296,-0.22
3.26E-04,-0.292,-0.22
3.26E-04,-0.296,-0.18
3.26E-04,-0.296,-0.3
3.26E-04,-0.304,-0.22
3.26E-04,-0.308,-0.3
3.26E-04,-0.304,-0.26
3.26E-04,-0.316,-0.18
3.26E-04,-0.308,-0.26
3.27E-04,-0.296,-0.3
3.27E-04,-0.316,-0.22
3.27E-04,-0.32,-0.18
3.27E-04,-0.316,-0.3
3.27E-04,-0.32,-0.18
3.27E-04,-0.32,-0.3
3.27E-04,-0.32,-0.3
3.27E-04,-0.324,-0.22
3.27E-04,-0.32,-0.22
3.27E-04,-0.328,-0.26
3.28E-04,-0.332,-0.3
3.28E-04,-0.336,-0.3
3.28E-04,-0.332,-0.22
3.28E-04,-0.328,-0.18
3.28E-04,-0.324,-0.3
3.28E-04,-0.332,-0.18
3.28E-04,-0.336,-0.3
3.28E-04,-0.336,-0.22
3.28E-04,-0.34,-0.22
3.28E-04,-0.344,-0.3
3.29E-04,-0.332,-0.34
3.29E-04,-0.344,-0.34
3.29E-04,-0.34,-0.3
3.29E-04,-0.348,-0.34
3.29E-04,-0.34,-0.3
3.29E-04,-0.352,-0.22
3.29E-04,-0.352,-0.3
3.29E-04,-0.344,-0.22
3.29E-04,-0.352,-0.34
3.29E-04,-0.352,-0.22
3.30E-04,-0.352,-0.42
3.30E-04,-0.356,-0.26
3.30E-04,-0.364,-0.26
3.30E-04,-0.356,-0.26
3.30E-04,-0.36,-0.22
3.30E-04,-0.372,-0.26
3.30E-04,-0.364,-0.34
3.30E-04,-0.364,-0.3
3.30E-04,-0.364,-0.3
3.30E-04,-0.368,-0.3
3.31E-04,-0.368,-0.26
3.31E-04,-0.376,-0.34
3.31E-04,-0.376,-0.3
3.31E-04,-0.376,-0.26
3.31E-04,-0.38,-0.3
3.31E-04,-0.376,-0.26
3.31E-04,-0.384,-0.3
3.31E-04,-0.396,-0.26
3.31E-04,-0.38,-0.3
3.31E-04,-0.384,-0.34
3.32E-04,-0.384,-0.38
3.32E-04,-0.376,-0.38
3.32E-04,-0.388,-0.34
3.32E-04,-0.388,-0.34
3.32E-04,-0.388,-0.34
3.32E-04,-0.396,-0.26
3.32E-04,-0.4,-0.34
3.32E-04,-0.404,-0.3
3.32E-04,-0.4,-0.3
3.32E-04,-0.4,-0.34
3.33E-04,-0.412,-0.38
3.33E-04,-0.408,-0.34
3.33E-04,-0.404,-0.3
3.33E-04,-0.404,-0.34
3.33E-04,-0.412,-0.3
3.33E-04,-0.416,-0.3
3.33E-04,-0.416,-0.3
3.33E-04,-0.416,-0.34
3.33E-04,-0.408,-0.34
3.33E-04,-0.424,-0.38
3.34E-04,-0.416,-0.34
3.34E-04,-0.416,-0.34
3.34E-04,-0.42,-0.34
3.34E-04,-0.424,-0.26
3.34E-04,-0.424,-0.38
3.34E-04,-0.428,-0.42
3.34E-04,-0.428,-0.38
3.34E-04,-0.432,-0.42
3.34E-04,-0.428,-0.3
3.34E-04,-0.44,-0.34
3.35E-04,-0.436,-0.38
3.35E-04,-0.436,-0.34
3.35E-04,-0.444,-0.3
3.35E-04,-0.44,-0.34
3.35E-04,-0.44,-0.34
3.35E-04,-0.444,-0.42
3.35E-04,-0.448,-0.34
3.35E-04,-0.452,-0.34
3.35E-04,-0.452,-0.46
3.35E-04,-0.452,-0.38
3.36E-04,-0.448,-0.34
3.36E-04,-0.452,-0.34
3.36E-04,-0.452,-0.34
3.36E-04,-0.452,-0.38
3.36E-04,-0.452,-0.34
3.36E-04,-0.456,-0.38
3.36E-04,-0.468,-0.34
3.36E-04,-0.452,-0.38
3.36E-04,-0.46,-0.34
3.36E-04,-0.472,-0.38
3.37E-04,-0.472,-0.42
3.37E-04,-0.468,-0.42
3.37E-04,-0.476,-0.42
3.37E-04,-0.472,-0.34
3.37E-04,-0.476,-0.42
3.37E-04,-0.476,-0.42
3.37E-04,-0.48,-0.38
3.37E-04,-0.48,-0.46
3.37E-04,-0.48,-0.42
3.37E-04,-0.48,-0.42
3.38E-04,-0.488,-0.38
3.38E-04,-0.488,-0.42
3.38E-04,-0.48,-0.46
3.38E-04,-0.48,-0.46
3.38E-04,-0.492,-0.54
3.38E-04,-0.484,-0.5
3.38E-04,-0.492,-0.42
3.38E-04,-0.5,-0.42
3.38E-04,-0.492,-0.46
3.38E-04,-0.5,-0.42
3.39E-04,-0.496,-0.42
3.39E-04,-0.496,-0.42
3.39E-04,-0.496,-0.38
3.39E-04,-0.496,-0.46
3.39E-04,-0.496,-0.42
3.39E-04,-0.504,-0.42
3.39E-04,-0.512,-0.38
3.39E-04,-0.516,-0.42
3.39E-04,-0.516,-0.42
3.39E-04,-0.508,-0.46
3.40E-04,-0.516,-0.5
3.40E-04,-0.52,-0.38
3.40E-04,-0.504,-0.42
3.40E-04,-0.52,-0.5
3.40E-04,-0.524,-0.46
3.40E-04,-0.52,-0.38
3.40E-04,-0.528,-0.42
3.40E-04,-0.528,-0.46
3.40E-04,-0.528,-0.42
3.40E-04,-0.524,-0.46
3.41E-04,-0.544,-0.54
3.41E-04,-0.528,-0.46
3.41E-04,-0.54,-0.5
3.41E-04,-0.528,-0.5
3.41E-04,-0.532,-0.46
3.41E-04,-0.54,-0.54
3.41E-04,-0.532,-0.54
3.41E-04,-0.544,-0.5
3.41E-04,-0.54,-0.38
3.41E-04,-0.552,-0.42
3.42E-04,-0.536,-0.54
3.42E-04,-0.552,-0.46
3.42E-04,-0.544,-0.42
3.42E-04,-0.556,-0.5
3.42E-04,-0.552,-0.54
3.42E-04,-0.556,-0.5
3.42E-04,-0.552,-0.5
3.42E-04,-0.56,-0.58
3.42E-04,-0.564,-0.46
3.42E-04,-0.572,-0.5
3.43E-04,-0.564,-0.5
3.43E-04,-0.556,-0.38
3.43E-04,-0.568,-0.5
3.43E-04,-0.572,-0.5
3.43E-04,-0.564,-0.5
3.43E-04,-0.564,-0.5
3.43E-04,-0.56,-0.42
3.43E-04,-0.568,-0.54
3.43E-04,-0.572,-0.58
3.43E-04,-0.572,-0.5
3.44E-04,-0.576,-0.54
3.44E-04,-0.576,-0.5
3.44E-04,-0.572,-0.54
3.44E-04,-0.58,-0.5
3.44E-04,-0.592,-0.54
3.44E-04,-0.584,-0.5
3.44E-04,-0.588,-0.5
3.44E-04,-0.58,-0.38
3.44E-04,-0.588,-0.46
3.44E-04,-0.584,-0.58
3.45E-04,-0.592,-0.54
3.45E-04,-0.584,-0.46
3.45E-04,-0.592,-0.5
3.45E-04,-0.604,-0.54
3.45E-04,-0.608,-0.5
3.45E-04,-0.6,-0.62
3.45E-04,-0.6,-0.5
3.45E-04,-0.608,-0.62
3.45E-04,-0.608,-0.54
3.45E-04,-0.604,-0.5
3.46E-04,-0.592,-0.5
3.46E-04,-0.612,-0.5
3.46E-04,-0.608,-0.54
3.46E-04,-0.612,-0.54
3.46E-04,-0.612,-0.58
3.46E-04,-0.62,-0.58
3.46E-04,-0.608,-0.54
3.46E-04,-0.612,-0.5
3.46E-04,-0.616,-0.62
3.46E-04,-0.612,-0.54
3.47E-04,-0.616,-0.5
3.47E-04,-0.636,-0.54
3.47E-04,-0.624,-0.54
3.47E-04,-0.624,-0.58
3.47E-04,-0.628,-0.54
3.47E-04,-0.632,-0.54
3.47E-04,-0.628,-0.62
3.47E-04,-0.636,-0.54
3.47E-04,-0.64,-0.58
3.47E-04,-0.64,-0.58
3.48E-04,-0.636,-0.5
3.48E-04,-0.636,-0.62
3.48E-04,-0.636,-0.54
3.48E-04,-0.64,-0.66
3.48E-04,-0.632,-0.54
3.48E-04,-0.644,-0.58
3.48E-04,-0.644,-0.58
3.48E-04,-0.648,-0.62
3.48E-04,-0.648,-0.58
3.48E-04,-0.652,-0.58
3.49E-04,-0.656,-0.5
3.49E-04,-0.64,-0.54
3.49E-04,-0.652,-0.58
3.49E-04,-0.648,-0.62
3.49E-04,-0.656,-0.58
3.49E-04,-0.66,-0.58
3.49E-04,-0.66,-0.66
3.49E-04,-0.672,-0.58
3.49E-04,-0.668,-0.66
3.49E-04,-0.66,-0.66
3.50E-04,-0.664,-0.58
3.50E-04,-0.668,-0.54
3.50E-04,-0.664,-0.62
3.50E-04,-0.68,-0.54
3.50E-04,-0.684,-0.66
